"tradetype","districtofficecode","districtofficename","countryoforigin","countryoforiginname","countryofdestination","countryofdestinationname","tariff","statisticalunit","transportcode","transportcodedescription","yearmonth","calendaryear","section","sectionanddescription","chapter","chapteranddescription","tariffanddescription","statisticalquantity","customsvalue","worldregion"
"Imports","JHB","Johannesburg","US","United States","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","26172.44","810590","AMERICA"
"Imports","JHB","Johannesburg","US","United States","ZA","South Africa","27129020","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129020 - Micro-crystalline wax","600","11768","AMERICA"
"Imports","JHB","Johannesburg","IN","India","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","15755.92","182389","ASIA"
"Imports","KOM","Komatipoort","BH","Bahrain","ZA","South Africa","27101130","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101130 - Distillate fuel, as defined in Additional Note 1 (g)","136046","654262","ASIA"
"Imports","JHB","Johannesburg","DE","Germany","ZA","South Africa","27101900","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101900 - Other","2829","122011","EUROPE"
"Imports","JHB","Johannesburg","DE","Germany","ZA","South Africa","27122000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27122000 - Paraffin Wax Containing By Mass Less Than 0,75 Per Cent Of Oil","1250","49297","EUROPE"
"Imports","LBA","King Shaka Int Airport","TW","Taiwan","ZA","South Africa","27101149","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101149 - Prepared lubricating oils, in containers holding less than 5 li","2","264","ASIA"
"Imports","LBA","King Shaka Int Airport","US","United States","ZA","South Africa","27101149","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101149 - Prepared lubricating oils, in containers holding less than 5 li","96","2333","AMERICA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","27011900","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27011900 - Other Coal","47202","38419","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","ES","Spain","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","20","1291","EUROPE"
"Imports","NAR","Narogas","NA","Namibia","ZA","South Africa","27101152","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","55.85","3045","AFRICA"
"Imports","PEZ","Port Elizabeth","DE","Germany","ZA","South Africa","27101190","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101190 - Other","59540","635277","EUROPE"
"Imports","MOS","Mosselbay","IN","India","ZA","South Africa","27101102","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101102 - Petrol, as defined in Additional Note 1(b)","20348776","115346779","ASIA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","27040000","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27040000 - Coke And Semi-Coke Of Coal, Of Lignite Or Of Peat, Whether Or Not Agglomerated; Retort Carbon","91.5","667","AFRICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","27112910","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27112910 - Butanes, in immediate packings of a content not exceeding 250 g","2","12604","AFRICA"
"Imports","KOM","Komatipoort","MZ","Mozambique","ZA","South Africa","27101130","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101130 - Distillate fuel, as defined in Additional Note 1 (g)","8087357.64","36798528","AFRICA"
"Imports","MOS","Mosselbay","NG","Nigeria","ZA","South Africa","27101130","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101130 - Distillate fuel, as defined in Additional Note 1 (g)","15907347","90162842","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","27011900","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27011900 - Other Coal","39.11","22401","AMERICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","27101190","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101190 - Other","85","12750","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","JP","Japan","ZA","South Africa","27101149","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101149 - Prepared lubricating oils, in containers holding less than 5 li","13","2316","ASIA"
"Imports","PEZ","Port Elizabeth","AT","Austria","ZA","South Africa","27101149","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101149 - Prepared lubricating oils, in containers holding less than 5 li","3.18","376","EUROPE"
"Imports","NAR","Narogas","NA","Namibia","ZA","South Africa","27150090","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27150090 - Other","15","300","AFRICA"
"Imports","NAR","Narogas","NA","Namibia","ZA","South Africa","27050000","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27050000 - Coal Gas, Water Gas, Producer Gas And Similar Gases, Other Than Petroleum Gases And Other Gaseous Hydrocarbons","2","1261","AFRICA"
"Imports","PEZ","Port Elizabeth","BE","Belgium","ZA","South Africa","27101149","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101149 - Prepared lubricating oils, in containers holding less than 5 li","3.06","933","EUROPE"
"Imports","UPT","Upington","NA","Namibia","ZA","South Africa","27109930","KG","02","Rail","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27109930 - Other","5","30","AFRICA"
"Imports","PEZ","Port Elizabeth","DE","Germany","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","2180.6","222765","EUROPE"
"Imports","PEZ","Port Elizabeth","IE","Ireland","ZA","South Africa","27030000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27030000 - Peat (Including Peat Litter), Whether Or Not Agglomerated","80000","62802","EUROPE"
"Imports","PEZ","Port Elizabeth","GB","United Kingdom","ZA","South Africa","27101102","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101102 - Petrol, as defined in Additional Note 1(b)","32429","634690","EUROPE"
"Imports","PEZ","Port Elizabeth","DE","Germany","ZA","South Africa","27129020","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129020 - Micro-crystalline wax","26880","343515","EUROPE"
"Imports","RIC","Richards Bay","AU","Australia","ZA","South Africa","27040000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27040000 - Coke And Semi-Coke Of Coal, Of Lignite Or Of Peat, Whether Or Not Agglomerated; Retort Carbon","295219000","284457519","OCEANIA"
"Imports","PEZ","Port Elizabeth","DE","Germany","ZA","South Africa","27101900","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101900 - Other","12960","301433","EUROPE"
"Imports","PEZ","Port Elizabeth","DE","Germany","ZA","South Africa","27101149","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101149 - Prepared lubricating oils, in containers holding less than 5 li","2143.08","216993","EUROPE"
"Imports","PEZ","Port Elizabeth","DE","Germany","ZA","South Africa","27101130","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101130 - Distillate fuel, as defined in Additional Note 1 (g)","19165","249966","EUROPE"
"Imports","PEZ","Port Elizabeth","DE","Germany","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","20880","680820","EUROPE"
"Imports","PEZ","Port Elizabeth","DE","Germany","ZA","South Africa","27121010","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27121010 - In immediate packings of a content not exceeding 5 kg","0.27","177","EUROPE"
"Imports","RIC","Richards Bay","US","United States","ZA","South Africa","27131200","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27131200 - Calcined","35859997","68565377","AMERICA"
"Imports","RIC","Richards Bay","MY","Malaysia","ZA","South Africa","27111900","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27111900 - Other","3675000","22679929","ASIA"
"Imports","PEZ","Port Elizabeth","JP","Japan","ZA","South Africa","27101149","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101149 - Prepared lubricating oils, in containers holding less than 5 li","306.8","64529","ASIA"
"Imports","RIC","Richards Bay","IN","India","ZA","South Africa","27131200","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27131200 - Calcined","11000000","24522352","ASIA"
"Imports","RIC","Richards Bay","IT","Italy","ZA","South Africa","27040000","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27040000 - Coke And Semi-Coke Of Coal, Of Lignite Or Of Peat, Whether Or Not Agglomerated; Retort Carbon","10908063","21040687","EUROPE"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","27060000","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27060000 - Tar Distilled From Coal, From Lignite Or From Peat, And Other Mineral Tars, Whether Or Not Dehydrated Or Partially Distilled, Including Reconstituted Tars","65000","79476","AFRICA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","27101149","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101149 - Prepared lubricating oils, in containers holding less than 5 li","1","17","AFRICA"
"Imports","PEZ","Port Elizabeth","ES","Spain","ZA","South Africa","27129010","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129010 - Paraffin wax","15000","203598","EUROPE"
"Imports","PEZ","Port Elizabeth","US","United States","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","1.83","1242","AMERICA"
"Imports","VLD","Vioolsdrif","NA","Namibia","ZA","South Africa","27101152","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","6","40","AFRICA"
"Imports","MAH","Mahamba","SZ","Swaziland","ZA","South Africa","27101190","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101190 - Other","1","1200","AFRICA"
"Imports","VLD","Vioolsdrif","NA","Namibia","ZA","South Africa","27101102","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101102 - Petrol, as defined in Additional Note 1(b)","1","50","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","27111900","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27111900 - Other","200","1304","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","27121010","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27121010 - In immediate packings of a content not exceeding 5 kg","1","200","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","27011100","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27011100 - Anthracite","1718925","4434055","AFRICA"
"Imports","MOS","Mosselbay","KW","Kuwait","ZA","South Africa","27101130","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101130 - Distillate fuel, as defined in Additional Note 1 (g)","32800970","169395663","ASIA"
"Imports","PEZ","Port Elizabeth","US","United States","ZA","South Africa","27132000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27132000 - Petroleum Bitumen","8600","51513","AMERICA"
"Imports","PEZ","Port Elizabeth","FR","France","ZA","South Africa","27101149","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101149 - Prepared lubricating oils, in containers holding less than 5 li","47.33","8165","EUROPE"
"Imports","SKH","Skilpadshek","BW","Botswana","ZA","South Africa","27040000","KG","03","Road","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27040000 - Coke And Semi-Coke Of Coal, Of Lignite Or Of Peat, Whether Or Not Agglomerated; Retort Carbon","279000","127786","AFRICA"
"Imports","PEZ","Port Elizabeth","ES","Spain","ZA","South Africa","27129020","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129020 - Micro-crystalline wax","10000","139564","EUROPE"
"Imports","PEZ","Port Elizabeth","NZ","New Zealand","ZA","South Africa","27129010","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129010 - Paraffin wax","9300","112240","OCEANIA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","27012000","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27012000 - Briquettes, Ovoids And Similar Solid Fuels Manufactured From Coal","6","155","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","27101160","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101160 - Transformer oil and cable oil","1","1579","AFRICA"
"Imports","RIC","Richards Bay","CN","China","ZA","South Africa","27081000","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27081000 - Pitch","2000000","6470031","ASIA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","27011200","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27011200 - Bituminous Coal","207789","62995","AFRICA"
"Imports","UPT","Upington","NA","Namibia","ZA","South Africa","27109930","KG","02","Rail","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27109930 - Other","2","20","AFRICA"
"Imports","PEZ","Port Elizabeth","US","United States","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","127","7891","AMERICA"
"Imports","SKH","Skilpadshek","NA","Namibia","ZA","South Africa","27040000","KG","03","Road","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27040000 - Coke And Semi-Coke Of Coal, Of Lignite Or Of Peat, Whether Or Not Agglomerated; Retort Carbon","1","12922","AFRICA"
"Imports","SKH","Skilpadshek","NA","Namibia","ZA","South Africa","27012000","KG","03","Road","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27012000 - Briquettes, Ovoids And Similar Solid Fuels Manufactured From Coal","30000","48000","AFRICA"
"Imports","VRH","Van Rooyenshek","LS","Lesotho","ZA","South Africa","27050000","KG","03","Road","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27050000 - Coal Gas, Water Gas, Producer Gas And Similar Gases, Other Than Petroleum Gases And Other Gaseous Hydrocarbons","17","2550","AFRICA"
"Imports","PEZ","Port Elizabeth","IE","Ireland","ZA","South Africa","27030000","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27030000 - Peat (Including Peat Litter), Whether Or Not Agglomerated","60000","43568","EUROPE"
"Imports","RIC","Richards Bay","KR","South Korea","ZA","South Africa","27081000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27081000 - Pitch","5020810","14927378","ASIA"
"Imports","PEZ","Port Elizabeth","US","United States","ZA","South Africa","27021000","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27021000 - Lignite, Whether Or Not Pulverised, But Not Agglomerated","18000","37770","AMERICA"
"Imports","VLD","Vioolsdrif","NA","Namibia","ZA","South Africa","27101102","KG","03","Road","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101102 - Petrol, as defined in Additional Note 1(b)","74","526","AFRICA"
"Imports","NRS","Nerston","SZ","Swaziland","ZA","South Africa","27141000","KG","03","Road","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27141000 - Bituminous Or Oil Shale And Tar Sands","30100","41264","AFRICA"
"Imports","PEZ","Port Elizabeth","BE","Belgium","ZA","South Africa","27121010","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27121010 - In immediate packings of a content not exceeding 5 kg","29.3","7356","EUROPE"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","27101101","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101101 - Aviation spirit, as defined in Additional Note 1 (a)","5","139","AFRICA"
"Imports","VLD","Vioolsdrif","NA","Namibia","ZA","South Africa","27012000","KG","03","Road","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27012000 - Briquettes, Ovoids And Similar Solid Fuels Manufactured From Coal","13708","21249","AFRICA"
"Imports","RIC","Richards Bay","BE","Belgium","ZA","South Africa","27101900","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101900 - Other","998","12598","EUROPE"
"Imports","SKH","Skilpadshek","NA","Namibia","ZA","South Africa","27122000","KG","03","Road","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27122000 - Paraffin Wax Containing By Mass Less Than 0,75 Per Cent Of Oil","236","150","AFRICA"
"Imports","SKH","Skilpadshek","BW","Botswana","ZA","South Africa","27141000","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27141000 - Bituminous Or Oil Shale And Tar Sands","71002","8702","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","IN","India","ZA","South Africa","27121020","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27121020 - In immediate  packings of a content exceeding 5 kg","85.36","162","ASIA"
"Imports","SKH","Skilpadshek","BW","Botswana","ZA","South Africa","27074000","KG","03","Road","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27074000 - Naphthalene","25600","12987","AFRICA"
"Imports","NAR","Narogas","NA","Namibia","ZA","South Africa","27101152","KG","03","Road","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","408","19790","AFRICA"
"Imports","KOM","Komatipoort","BH","Bahrain","ZA","South Africa","27101130","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101130 - Distillate fuel, as defined in Additional Note 1 (g)","3063138","14852530","ASIA"
"Imports","PEZ","Port Elizabeth","FR","France","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","14.6","4984","EUROPE"
"Imports","KOM","Komatipoort","MZ","Mozambique","ZA","South Africa","27101130","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101130 - Distillate fuel, as defined in Additional Note 1 (g)","7346215","32527159","AFRICA"
"Imports","LBA","King Shaka Int Airport","GB","United Kingdom","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","680","2139","EUROPE"
"Imports","LBA","King Shaka Int Airport","DE","Germany","ZA","South Africa","27101102","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101102 - Petrol, as defined in Additional Note 1(b)","129","10374","EUROPE"
"Imports","LBA","King Shaka Int Airport","DE","Germany","ZA","South Africa","27101130","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101130 - Distillate fuel, as defined in Additional Note 1 (g)","172","11585","EUROPE"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","27100001","KG","03","Road","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27100001 - Aviation Spirit, As Defined In Additional Note 1(A)","55","8250","AFRICA"
"Imports","SKH","Skilpadshek","UC","Unclassified","ZA","South Africa","27040000","KG","03","Road","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27040000 - Coke And Semi-Coke Of Coal, Of Lignite Or Of Peat, Whether Or Not Agglomerated; Retort Carbon","32000","12935","AFRICA"
"Imports","PEZ","Port Elizabeth","ES","Spain","ZA","South Africa","27129020","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129020 - Micro-crystalline wax","5000","75830","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","75","22395","AMERICA"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","27011900","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27011900 - Other Coal","13.6","11446","AMERICA"
"Imports","LBA","King Shaka Int Airport","DE","Germany","ZA","South Africa","27129010","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129010 - Paraffin wax","9000","131283","EUROPE"
"Imports","RIC","Richards Bay","US","United States","ZA","South Africa","27131200","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27131200 - Calcined","2905382","38086748","AMERICA"
"Imports","PEZ","Port Elizabeth","BE","Belgium","ZA","South Africa","27101149","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101149 - Prepared lubricating oils, in containers holding less than 5 li","11.57","5661","EUROPE"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","27109930","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27109930 - Other","25004","3886","AFRICA"
"Imports","PEZ","Port Elizabeth","DE","Germany","ZA","South Africa","27129010","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129010 - Paraffin wax","21084","260520","EUROPE"
"Imports","PEZ","Port Elizabeth","DE","Germany","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","8849.97","545345","EUROPE"
"Imports","PEZ","Port Elizabeth","AT","Austria","ZA","South Africa","27101149","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101149 - Prepared lubricating oils, in containers holding less than 5 li","1.64","749","EUROPE"
"Imports","PEZ","Port Elizabeth","MY","Malaysia","ZA","South Africa","27111390","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27111390 - Other","1348621","7539122","ASIA"
"Imports","LBA","King Shaka Int Airport","US","United States","ZA","South Africa","27101149","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101149 - Prepared lubricating oils, in containers holding less than 5 li","30","972","AMERICA"
"Imports","PEZ","Port Elizabeth","NL","Netherlands","ZA","South Africa","27030000","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27030000 - Peat (Including Peat Litter), Whether Or Not Agglomerated","25000","35551","EUROPE"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","27011200","KG","03","Road","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27011200 - Bituminous Coal","316155","96445","AFRICA"
"Imports","RIC","Richards Bay","BR","Brazil","ZA","South Africa","27131200","KG","00","Transport mode not specified (Unknown - Other)","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27131200 - Calcined","12386876","22889334","AMERICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","27101190","KG","03","Road","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101190 - Other","600","9342","AFRICA"
