"tradetype","districtofficecode","districtofficename","countryoforigin","countryoforiginname","countryofdestination","countryofdestinationname","tariff","statisticalunit","transportcode","transportcodedescription","yearmonth","calendaryear","section","sectionanddescription","chapter","chapteranddescription","tariffanddescription","statisticalquantity","customsvalue","worldregion"
"Imports","CTN","Cape Town","NG","Nigeria","ZA","South Africa","27090000","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27090000 - Petroleum Oils And Oils Obtained From Bituminous Minerals, Crude","120372600","546876249","AFRICA"
"Imports","CTN","Cape Town","US","United States","ZA","South Africa","27121020","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27121020 - In immediate  packings of a content exceeding 5 kg","13","3469","AMERICA"
"Imports","CTN","Cape Town","US","United States","ZA","South Africa","27030000","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27030000 - Peat (Including Peat Litter), Whether Or Not Agglomerated","20312","69173","AMERICA"
"Imports","CTN","Cape Town","US","United States","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","280","39823","AMERICA"
"Imports","CTN","Cape Town","PT","Portugal","ZA","South Africa","27121020","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27121020 - In immediate  packings of a content exceeding 5 kg","30","703","EUROPE"
"Imports","CTN","Cape Town","SE","Sweden","ZA","South Africa","27101102","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101102 - Petrol, as defined in Additional Note 1(b)","13982036","83587123","EUROPE"
"Imports","CTN","Cape Town","LV","Latvia","ZA","South Africa","27030000","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27030000 - Peat (Including Peat Litter), Whether Or Not Agglomerated","25070","34129","EUROPE"
"Imports","ALX","Alexanderbay","NA","Namibia","ZA","South Africa","27079990","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27079990 - Other","1600","1000","AFRICA"
"Imports","DBN","Durban","AE","United Arab Emirates","ZA","South Africa","27101130","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101130 - Distillate fuel, as defined in Additional Note 1 (g)","52694310","273357973","ASIA"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","27129010","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129010 - Paraffin wax","9000","273266","EUROPE"
"Imports","DBN","Durban","CN","China","ZA","South Africa","27030000","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27030000 - Peat (Including Peat Litter), Whether Or Not Agglomerated","600","14159","ASIA"
"Imports","CTN","Cape Town","TR","Turkey","ZA","South Africa","27129010","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129010 - Paraffin wax","21049","204507","ASIA"
"Imports","DBN","Durban","FR","France","ZA","South Africa","27101157","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101157 - Other base oils for prepared lubricating oil","1718.82","40212","EUROPE"
"Imports","DBN","Durban","CN","China","ZA","South Africa","27122000","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27122000 - Paraffin Wax Containing By Mass Less Than 0,75 Per Cent Of Oil","1526500","17439211","ASIA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","69007.32","1231515","EUROPE"
"Imports","BBR","Beit Bridge","ZW","Zimbabwe","ZA","South Africa","27040000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27040000 - Coke And Semi-Coke Of Coal, Of Lignite Or Of Peat, Whether Or Not Agglomerated; Retort Carbon","3637035","6006447","AFRICA"
"Imports","CTN","Cape Town","ZA","South Africa","ZA","South Africa","27011900","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27011900 - Other Coal","7115333","3201900","AFRICA"
"Imports","DBN","Durban","CN","China","ZA","South Africa","27121010","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27121010 - In immediate packings of a content not exceeding 5 kg","88.03","5963","ASIA"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","456","21238","EUROPE"
"Imports","DBN","Durban","DE","Germany","ZA","South Africa","27122000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27122000 - Paraffin Wax Containing By Mass Less Than 0,75 Per Cent Of Oil","10700","162077","EUROPE"
"Imports","DBN","Durban","IN","India","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","17100","196635","ASIA"
"Imports","DBN","Durban","AE","United Arab Emirates","ZA","South Africa","27101190","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101190 - Other","10540","124809","ASIA"
"Imports","DBN","Durban","AE","United Arab Emirates","ZA","South Africa","27101190","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101190 - Other","639","27033","ASIA"
"Imports","CTN","Cape Town","DE","Germany","ZA","South Africa","27101900","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101900 - Other","800","9295","EUROPE"
"Imports","CTN","Cape Town","NL","Netherlands","ZA","South Africa","27030000","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27030000 - Peat (Including Peat Litter), Whether Or Not Agglomerated","275000","214668","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","27101160","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101160 - Transformer oil and cable oil","499814","5092605","EUROPE"
"Imports","DBN","Durban","CA","Canada","ZA","South Africa","27101900","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101900 - Other","9","760","AMERICA"
"Imports","DBN","Durban","AE","United Arab Emirates","ZA","South Africa","27101157","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101157 - Other base oils for prepared lubricating oil","154875","1019460","ASIA"
"Imports","CTN","Cape Town","TH","Thailand","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","255","29088","ASIA"
"Imports","DBN","Durban","CN","China","ZA","South Africa","27129010","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129010 - Paraffin wax","714500","7552065","ASIA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","27101900","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101900 - Other","196811.62","2942146","EUROPE"
"Imports","CTN","Cape Town","SG","Singapore","ZA","South Africa","27101107","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101107 - Aviation kerosene, as defined in Additional Note 1 (d)","3864883","23838558","ASIA"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","5353.1","72582","EUROPE"
"Imports","CTN","Cape Town","US","United States","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","363","14315","AMERICA"
"Imports","CTN","Cape Town","CA","Canada","ZA","South Africa","27030000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27030000 - Peat (Including Peat Litter), Whether Or Not Agglomerated","69216","80277","AMERICA"
"Imports","DBN","Durban","AU","Australia","ZA","South Africa","27129020","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129020 - Micro-crystalline wax","160","197","OCEANIA"
"Imports","CLP","Caledonspoort","LS","Lesotho","ZA","South Africa","27121020","KG","03","Road","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27121020 - In immediate  packings of a content exceeding 5 kg","22","630","AFRICA"
"Imports","DBN","Durban","IE","Ireland","ZA","South Africa","27030000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27030000 - Peat (Including Peat Litter), Whether Or Not Agglomerated","60000","63548","EUROPE"
"Imports","DBN","Durban","BG","Bulgaria","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","176085.86","1267536","EUROPE"
"Imports","DBN","Durban","BH","Bahrain","ZA","South Africa","27101130","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101130 - Distillate fuel, as defined in Additional Note 1 (g)","85902900","410483523","ASIA"
"Imports","CTN","Cape Town","NL","Netherlands","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","22","1635","EUROPE"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","27075000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27075000 - Other Aromatic Hydrocarbon Mixtures Of Which 65 Per Cent Or More By Volume (Including Losses) Distils At 250Â°c By The Astm D 86-Method","16240","310591","EUROPE"
"Imports","CTN","Cape Town","NL","Netherlands","ZA","South Africa","27129010","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129010 - Paraffin wax","16025","374229","EUROPE"
"Imports","DBN","Durban","CN","China","ZA","South Africa","27040000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27040000 - Coke And Semi-Coke Of Coal, Of Lignite Or Of Peat, Whether Or Not Agglomerated; Retort Carbon","22293920","66468978","ASIA"
"Imports","CTN","Cape Town","AE","United Arab Emirates","ZA","South Africa","27101107","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101107 - Aviation kerosene, as defined in Additional Note 1 (d)","2671113","4864239","ASIA"
"Imports","DBN","Durban","IN","India","ZA","South Africa","27101157","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101157 - Other base oils for prepared lubricating oil","527830","3633184","ASIA"
"Imports","DBN","Durban","CN","China","ZA","South Africa","27122000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27122000 - Paraffin Wax Containing By Mass Less Than 0,75 Per Cent Of Oil","160000","1731735","ASIA"
"Imports","CTN","Cape Town","CA","Canada","ZA","South Africa","27101900","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101900 - Other","16400","259515","AMERICA"
"Imports","CTN","Cape Town","DE","Germany","ZA","South Africa","27122000","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27122000 - Paraffin Wax Containing By Mass Less Than 0,75 Per Cent Of Oil","3000","39706","EUROPE"
"Imports","SKH","Skilpadshek","BW","Botswana","ZA","South Africa","27141000","KG","03","Road","201002","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27141000 - Bituminous Or Oil Shale And Tar Sands","96000","5967","AFRICA"
"Imports","DBN","Durban","IN","India","ZA","South Africa","27101102","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101102 - Petrol, as defined in Additional Note 1(b)","36758200","207408828","ASIA"
"Imports","CTN","Cape Town","DE","Germany","ZA","South Africa","27101102","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101102 - Petrol, as defined in Additional Note 1(b)","14741","375153","EUROPE"
"Imports","CTN","Cape Town","DE","Germany","ZA","South Africa","27129010","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129010 - Paraffin wax","20000","301607","EUROPE"
"Imports","DBN","Durban","AO","Angola","ZA","South Africa","27090000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27090000 - Petroleum Oils And Oils Obtained From Bituminous Minerals, Crude","208386135","885105138","AFRICA"
"Imports","DBN","Durban","IT","Italy","ZA","South Africa","27101900","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101900 - Other","1523.14","29978","EUROPE"
"Imports","DBN","Durban","JP","Japan","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","149.2","11472","ASIA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","27101139","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101139 - Specified aliphatic hydrocarbon solvents, as defined in Additional Note 1 (ij), unmarked","7640","84003","EUROPE"
"Imports","DBN","Durban","BG","Bulgaria","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","13932.75","102948","EUROPE"
"Imports","DBN","Durban","EG","Egypt","ZA","South Africa","27129010","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129010 - Paraffin wax","300000","2832492","AFRICA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","27012000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27012000 - Briquettes, Ovoids And Similar Solid Fuels Manufactured From Coal","7.4","456","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","27101149","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101149 - Prepared lubricating oils, in containers holding less than 5 li","608.92","37516","EUROPE"
"Imports","DBN","Durban","JP","Japan","ZA","South Africa","27129010","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129010 - Paraffin wax","52444","690077","ASIA"
"Imports","DBN","Durban","AO","Angola","ZA","South Africa","27090000","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27090000 - Petroleum Oils And Oils Obtained From Bituminous Minerals, Crude","264799629","1091538778","AFRICA"
"Imports","DBN","Durban","DE","Germany","ZA","South Africa","27101190","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101190 - Other","684240","3871446","EUROPE"
"Imports","DBN","Durban","CA","Canada","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","6216","226257","AMERICA"
"Imports","DBN","Durban","CA","Canada","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","12986","179116","AMERICA"
"Imports","DBN","Durban","DE","Germany","ZA","South Africa","27129030","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129030 - Montan wax","2250","69559","EUROPE"
"Imports","CTN","Cape Town","US","United States","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","1225","53220","AMERICA"
"Imports","DBN","Durban","NL","Netherlands","ZA","South Africa","27101190","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101190 - Other","18436.72","359673","EUROPE"
"Imports","CTN","Cape Town","CN","China","ZA","South Africa","27050000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27050000 - Coal Gas, Water Gas, Producer Gas And Similar Gases, Other Than Petroleum Gases And Other Gaseous Hydrocarbons","15099","540904","ASIA"
"Imports","CTN","Cape Town","CN","China","ZA","South Africa","27129010","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129010 - Paraffin wax","42000","488011","ASIA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","1022","15480","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","108380","732324","ASIA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","27101157","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101157 - Other base oils for prepared lubricating oil","665145","5841080","EUROPE"
"Imports","DBN","Durban","CA","Canada","ZA","South Africa","27030000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27030000 - Peat (Including Peat Litter), Whether Or Not Agglomerated","41865","233794","AMERICA"
"Imports","DBN","Durban","FR","France","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","900","26487","EUROPE"
"Imports","CTN","Cape Town","NL","Netherlands","ZA","South Africa","27030000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27030000 - Peat (Including Peat Litter), Whether Or Not Agglomerated","400000","324201","EUROPE"
"Imports","CTN","Cape Town","DE","Germany","ZA","South Africa","27101130","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101130 - Distillate fuel, as defined in Additional Note 1 (g)","8386","114553","EUROPE"
"Imports","CTN","Cape Town","IE","Ireland","ZA","South Africa","27030000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27030000 - Peat (Including Peat Litter), Whether Or Not Agglomerated","160000","119727","EUROPE"
"Imports","DBN","Durban","JP","Japan","ZA","South Africa","27101149","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101149 - Prepared lubricating oils, in containers holding less than 5 li","467.64","50694","ASIA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","27101900","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101900 - Other","187927.5","1754723","EUROPE"
"Imports","DBN","Durban","CA","Canada","ZA","South Africa","27030000","KG","00","Transport mode not specified (Unknown - Other)","201003","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27030000 - Peat (Including Peat Litter), Whether Or Not Agglomerated","84423","122936","AMERICA"
"Imports","CTN","Cape Town","GB","United Kingdom","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","12792","326684","EUROPE"
"Imports","DBN","Durban","JP","Japan","ZA","South Africa","27101137","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101137 - Specified aliphatic hydrocarbons solvents, as defined in Additional Note 1(ij), marked","60","2285","ASIA"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","27101157","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101157 - Other base oils for prepared lubricating oil","1309090","8881787","ASIA"
"Imports","DBN","Durban","NL","Netherlands","ZA","South Africa","27101900","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101900 - Other","20420","226498","EUROPE"
"Imports","DBN","Durban","IR","Iran","ZA","South Africa","27090000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27090000 - Petroleum Oils And Oils Obtained From Bituminous Minerals, Crude","401453000","1641024917","ASIA"
"Imports","CTN","Cape Town","DE","Germany","ZA","South Africa","27030000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27030000 - Peat (Including Peat Litter), Whether Or Not Agglomerated","40000","29160","EUROPE"
"Imports","CTN","Cape Town","US","United States","ZA","South Africa","27030000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27030000 - Peat (Including Peat Litter), Whether Or Not Agglomerated","21074","34221","AMERICA"
"Imports","CTN","Cape Town","US","United States","ZA","South Africa","27101900","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101900 - Other","23266.45","408380","AMERICA"
"Imports","DBN","Durban","BR","Brazil","ZA","South Africa","27101900","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101900 - Other","40000","416032","AMERICA"
"Imports","DBN","Durban","SE","Sweden","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","570","32767","EUROPE"
"Imports","DBN","Durban","SE","Sweden","ZA","South Africa","27101152","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101152 - Other prepared lubricating oils","13256.3","297922","EUROPE"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","27101190","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101190 - Other","14442480","79127750","EUROPE"
"Imports","DBN","Durban","AE","United Arab Emirates","ZA","South Africa","27101157","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101157 - Other base oils for prepared lubricating oil","111360","699532","ASIA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","27101190","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101190 - Other","306062","2837606","EUROPE"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","27081000","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27081000 - Pitch","16000","141507","ASIA"
"Imports","CTN","Cape Town","FR","France","ZA","South Africa","27129020","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129020 - Micro-crystalline wax","495","17695","EUROPE"
"Imports","DBN","Durban","IT","Italy","ZA","South Africa","27101157","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101157 - Other base oils for prepared lubricating oil","4034496","27479898","EUROPE"
"Imports","DBN","Durban","US","United States","ZA","South Africa","27101147","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101147 - Lubricating grease","25901","879967","AMERICA"
"Imports","DBN","Durban","US","United States","ZA","South Africa","27129090","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27129090 - Other","2000","95774","AMERICA"
"Imports","DBN","Durban","US","United States","ZA","South Africa","27101149","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101149 - Prepared lubricating oils, in containers holding less than 5 li","4939.99","198460","AMERICA"
"Imports","DBN","Durban","US","United States","ZA","South Africa","27101157","KG","00","Transport mode not specified (Unknown - Other)","201001","2010","5","5 - Mineral Products","27","27 - Crude, Coal, Petroleum and Electricity","27101157 - Other base oils for prepared lubricating oil","2367821","14181534","AMERICA"
